bigg_id,reaction_name,,subsytem
6HLVSTthep,Uptake of 6-beta-hydroxy-lovastatin by hepatocytes,,Drug metabolism
6HMSMVACIDhep,Conversion of 6-beta-hydroxy-methyl simvastatin lactone to acid form,,Drug metabolism
35DHPVSthc,Uptake of 3-alpha-5-beta-dihydroxy pravastatin by hepatocytes,,Drug metabolism
3HIBUPGLUC_Sthv,Release of 3-hydroxy S-ibuprofen-glucuronide into hepatic vein,,Drug metabolism
EX_glc__D_e,D-Glucose exchange,,Extracellular exchange
3HIBUP_Rthv,Release of R-3-hydroxy-ibuprofen into hepatic vein,,Drug metabolism
3HIBUP_Sthv,Release of S-3-hydroxy-ibuprofen into hepatic vein,,Drug metabolism
6HMSMVhep,Oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy methyl simvastatin,,Drug metabolism
6HSMVACIDhep,Conversion of 6-beta-hydroxy simvastatin lactone to acid form,,Drug metabolism
6MELACAChep,Conversion of lactone form of 6-exomethylene-lovastatin to acid form,,Drug metabolism
6MELVSTthep,Uptake of 6-exomethylene-lovastatin by hepatocytes,,Drug metabolism
3HLVSTACtbc,Release of 3-hydroxy-lovastatin acid form into bile,,Drug metabolism
6OHFVSGLUtev,Exit of 6-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine,,Drug metabolism
12DHCHOLabc,12-Dehydrocholic acid ABC bile acid transporter,,"Transport, extracellular"
6OHFVShc,Oxidation of fluvastatin to 6-hydroxy-fluvastatin in hepatocytes,,Drug metabolism
7AHGLZtev,Excretion of 7-alpha-OH-gliclazide into hepatic vein,,Drug metabolism
7BHGLZABCt,Excretion of 7-beta-OH-gliclazide into bile,,Drug metabolism
ATVLAChc,Lactonization of atorvastatin in hepatocytes,,Drug metabolism
ATVLACtdhc,Passive diffusion of atorvastatin lactone into hepatocytes,,Drug metabolism
Am1CSAteb,Efflux of AM1-cyclosporine into bile,,Drug metabolism
CARBIBUP_SGLUthv,Release of S-carboxy ibuprofen glucuronide into hepatic vein,,Drug metabolism
CARIBUP_Rthv,Release of R-carboxy ibuprofen into hepatic vein,,Drug metabolism
7BHGLZGLCABCt,Excretion of 7-beta-OH-gliclazide-glucuronide into bile,,Drug metabolism
7BHGLZGLChr,Glucuronidation of 7-beta-OH-gliclazide-glucuronide in hepatocytes,,Drug metabolism
7BHGLZGLCtev,Excretion of 7-beta-OH-gliclazide-glucuronide into hepatic vein,,Drug metabolism
7HPVSteb,Efflux of 7-hydroxy-3-alpha-iso-pravastatin into bile,,Drug metabolism
CRGLZABCt,Excretion of carboxy-gliclazide into bile,,Drug metabolism
CRGLZhr,Oxidation of methyl-hydroxy-gliclazide to carboxy-gliclazide in hepatocytes,,Drug metabolism
7HPVStev,Exit of 7-hydroxy-3-alpha-iso-pravastatin into hepatic vein,,Drug metabolism
ALLOP2tu,Uptake of allopurinol by the enterocytes,,Drug metabolism
CRVS1M24hc,Hydroxylation of cerivastatin-M1 to M24 in hepatocytes,,Drug metabolism
ACMPtu,Efflux of acetaminophen by P-gp from the enterocytes into lumen,,Drug metabolism
3DHCAS,3-dehydrocholic acid formation,,Bile acid synthesis
ACMPGLUChr,Glucuronidation of acetaminophen in hepatocytes,,Drug metabolism
ACMPGLUTdt,Uptake of acetaminophen-glutathione-conjugate into the enterocytes,,Drug metabolism
CRVS23M24hc,Demethylation of cerivastatin-M23 to M24 in hepatocytes,,Drug metabolism
CRVSATPthc,Cerivastatin uptake by hepatocytes by active transport,,Drug metabolism
CRVSM1hc,Demethylation of cerivastatin to M1 in hepatocytes,,Drug metabolism
CRVSM22hc,Spontaneous conversion of glucuronide to cerivastatin-M22 in hepatocytes,,Drug metabolism
ACMPGLUTthc,Uptake of acetaminophen-glutathione-conjugate by the hepatocytes,,Drug metabolism
ACMPGLUthc,Uptake of acetaminophen-glucuronide-conjugate by the hepatocytes,,Drug metabolism
AM19CShr,Oxidation of AM9 to AM19 (cyclosporine) in hepatocytes,,Drug metabolism
AM19CSteb,Efflux of AM19-cyclosporine into bile,,Drug metabolism
AM1A4NCSteb,Efflux of AM1A4N-cyclosporine into bile,,Drug metabolism
AM1ACCStev,Efflux of AM1Ac-cyclosporine into hepatic vein,,Drug metabolism
AM1ACShr,Formation of AM1A-cyclosporine in hepatocytes,,Drug metabolism
CRVSM23hc,Hydroxylation of cerivastatin to M23 in hepatocytes,,Drug metabolism
CRVSM23hr,Beta-glucuronidase of cerivastatin-M23-glucuronide to M23 form,,Drug metabolism
CRVSM23tev,Exit of cerivastatin-M23 into hepatic vein,,Drug metabolism
CRVSM24teb,Efflux of cerivastatin-M24 into bile,,Drug metabolism
CRVSM31hc,Spontaneous conversion of glucuronide to cerivastatin-M31 in hepatocytes,,Drug metabolism
CSAtd,Uptake of cyclosporine by the enterocytes,,Drug metabolism
CVM1GLUChc,Glucuronidation of cerivastatin-M1,,Drug metabolism
AM1ACSteb,Efflux of AM1A-cyclosporine into bile,,Drug metabolism
AM1ALCShr,Formation of AM1AL-cyclosporine in hepatocytes,,Drug metabolism
AM1ALCSteb,Efflux of AM1AL-cyclosporine into bile,,Drug metabolism
AM1ALCStep,Efflux of AM1AL (cyclosporine) into portal blood,,Drug metabolism
CYSAMPtev,Efflux of cysteine-conjugate-acetaminophen into hepatic vein,,Drug metabolism
AM1C4N9CShc,Demethylation of AM1c9 to AM1c4N9 in hepatocytes (alternative mechanism),,Drug metabolism
DELACCRVSM23hc,De-lactonization of cerivastatin-M31 to cerivastatin-M23 in hepatocytes,,Drug metabolism
AM1C4N9CSteb,Efflux of AM1c4N9-cyclosporine into bile,,Drug metabolism
3DHCDCAS,3-dehydro-chenodehydroxycholic acid formation,,Bile acid synthesis
AM1C9CShr,Oxidation of AM1c to AM1c9 in hepatocytes (alternative mechanism),,Drug metabolism
AM1C9CSteb,Efflux of AM1c9-cyclosporine into bile,,Drug metabolism
AM1C9CStev,Efflux of AM1c9-cyclosporine into hepatic vein,,Drug metabolism
AM1CCShr,Oxidation of cyclosporine to AM1c in hepatocytes,,Drug metabolism
AM1CCSteb,Efflux of AM1c-cyclosporine into bile,,Drug metabolism
DEOXFVShc,Formation of deoxy-fluvastatin-dinor,,Drug metabolism
DEOXFVStev,Exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine,,Drug metabolism
AM1CGLChr,Glucuronidation of AM1c in hepatocytes,,Drug metabolism
3DHCHOLabc,3-Dehydrocholic acid  ABC bile acid transporter,,"Transport, extracellular"
AM1CSAtep,Efflux of AM1 (cyclosporine) into portal blood,,Drug metabolism
AM4N9CShc,Demethylation of AM9 to AM4N9 in hepatocytes,,Drug metabolism
AM4N9CStev,Efflux of AM4N9-cyclosporine into hepatic vein,,Drug metabolism
AM4NC9CSteb,Efflux of AM4N9-cyclosporine into bile,,Drug metabolism
AM4NCShr,Demethylation of cyclosporine to AM4N in hepatocytes,,Drug metabolism
AM4NCSteb,Efflux of AM4N-cyclosporine into bile,,Drug metabolism
AM4NCStep,Efflux of AM4N (cyclosporine) into portal blood,,Drug metabolism
ATVACIDOATPtu,Uptake of atorvastatin by enterocytes,,Drug metabolism
ATVACIDtdu,Passive diffusion of atorvastatin into enterocytes,,Drug metabolism
ATVACIDtu,Efflux of atorvastatin acid by P-gp from the enterocytes into lumen,,Drug metabolism
ATVLACGLCURhc,Glucuronidation of atorvastatin lactone to atorvastain lactone ether glucuronide (G3) in hepatocytes,,Drug metabolism
EX_3hlvstacid_e,Exchange reaction for 3-hydroxy-lovastatin acid form in bile,,Extracellular exchange
EX_3hpvs_e,Exchange reaction for 3-hydroxy pravastatin in portal blood,,Extracellular exchange
DESFVSteb,Efflux of N-desisopropyl-fluvastatin into bile for excretion into faeces,,Drug metabolism
DHGLZABCt,Excretion of dehydro-gliclazide into bile,,Drug metabolism
DHGLZhc,Dehydrogenation of gliclazide to dehydro-gliclazide in hepatocytes,,Drug metabolism
DSPVSteb,Efflux of desacyl dehydro-pravastatin into bile,,Drug metabolism
EPOXTACteb,"Efflux of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into bile",,Drug metabolism
EPOXTACtev,"Exit of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into hepatic vein",,Drug metabolism
EX_13dmt_e,Exchange reaction for 13-O-desmethyl tacrolimus in intestinal lumen,,Extracellular exchange
EX_1513tacr_e,"Exchange reaction for 13,15-O-didesmethyl tacrolimus in intestinal lumen",,Extracellular exchange
EX_1hibupglu__S_e,Exchange reaction for 1-hydroxy S-ibuprofen-glucuronide in hepatic vein,,Extracellular exchange
EX_2hatvacidgluc_e,Exchange reaction for 2-hydroxy-atorvastatin-acyl-glucuronide in bile,,Extracellular exchange
EX_2hibupglu__S_e,Exchange reaction for 2-hydroxy S-ibuprofen-glucuronide in hepatic vein,,Extracellular exchange
EX_31dmt_e,Exchange reaction for 31-O-desmethyl tacrolimus in intestinal lumen,,Extracellular exchange
EX_35dsmv_e,"Exchange reaction for 3,5-dihydrodiol-simvastatin-lactone form in bile",,Extracellular exchange
EX_3hibup__R_e,Exchange reaction for R-3-hydroxy-ibuprofen in hepatic vein,,Extracellular exchange
EX_3ohacmp_e,Exchange reaction for 3-OH-acetaminophen in hepatic vein,,Extracellular exchange
EX_4hatvacid_e,Exchange reaction for 4-hydroxy-atorvastatin-acid in portal blood,,Extracellular exchange
EX_4hmdgluc_e,Exchange reaction for 4-OH-midazolam-glucuronide in hepatic vein,,Extracellular exchange
EX_56dhpvs_e,"Exchange reaction of 3-keto-5,6,-dihydroxy-pravastatin in hepatic vein",,Extracellular exchange
3DHCHOLt,3-Dehydrocholic acid  transport via bicarbonate countertransport,,"Transport, extracellular"
EX_5ohfvs_e,Exchnage reaction for 5-hydroxy-fluvastatin in bile,,Extracellular exchange
EX_6epvs_e,Exchange reaction for 6-epi-pravastatin in portal blood,,Extracellular exchange
EX_lvst_e,Exchange reaction for lovastatin in intestinal lumen,,Extracellular exchange
EX_meracmp_e,Exchange reaction for acetaminophen-mercapturate-conjugate in portal blood,,Extracellular exchange
EX_nfdac_e,Exchange reaction of acid metabolite of nifedipine in portal vein,,Extracellular exchange
EX_oxyp_e,Exchange reaction for oxypurinol in portal blood,,Extracellular exchange
EX_ptvstm3_e,Exchange reaction for pitavastatin-M3 in bile,,Extracellular exchange
EX_6hmsmvacid_e,Exchange reaction for6-beta-hydroxy-methyl-simvastatin-acid form in bile,,Extracellular exchange
EX_6ohfvs_e,Exchnage reaction for 6-hydroxy-fluvastatin in bile,,Extracellular exchange
EX_7ahglz_e,Exchange reaction for 7-alpha-OH-gliclazide in hepatic vein,,Extracellular exchange
EX_7bhglz_e,Exchange reaction for 7-beta-OH-gliclazide in hepatic vein,,Extracellular exchange
EX_7hpvs_e,Exchange reaction of 7-hydroxy-3-alpha-iso-pravastatin in hepatic vein,,Extracellular exchange
EX_acmpglut_e,Exchange reaction for acetaminophen-glutathione-conjugate in intestinal lumen,,Extracellular exchange
EX_am19cs_e,Exchange reaction for AM19-cyclosporine in hepatic vein,,Extracellular exchange
EX_pvs_e,Exchange reaction for pravastatin in intestinal lumen,,Extracellular exchange
EX_pvsgluc_e,Exchange reaction of pravastatin glucuronide in hepatic vein,,Extracellular exchange
EX_smv_e,Exchange reaction for simvastatin in intestinal lumen,,Extracellular exchange
EX_smvacid_e,Exchange reaction for simvastatin dihydroxy acid form in hepatic vein,,Extracellular exchange
3DHCHOLt2,3-Dehydrocholic acid  transport via sodium cotransport,,"Transport, extracellular"
EX_sulpacmp_e,Exchange reaction for acetaminophen-sulphate in hepatic vein,,Extracellular exchange
EX_tacr_e,Exchange reaction for tacrolimus in intestinal lumen,,Extracellular exchange
EX_thrfvs_e,Exchange reaction for threo-isomer of fluvastain in hepatic vein,,Extracellular exchange
3DHDCAabc,3-dehydro-deoxycholic acid ABC bile acid transporter,,"Transport, extracellular"
EX_tmd_e,Exchange reaction for torasemide in intestinal lumen,,Extracellular exchange
EX_tmdm1_e,Exchange reaction for Torasemide-M1 in hepatic vein,,Extracellular exchange
EX_tmdm3_e,Exchange reaction for Torasemide-M3 in hepatic vein,,Extracellular exchange
EX_am1alcs_e,Exchange reaction for AM1AL (cyclosporine) in portal blood,,Extracellular exchange
EX_am1c4n9cs_e,Exchange reaction for AM1c4N9-cyclosporine in bile,,Extracellular exchange
EX_am1cglc_e,Exchange reaction for AM1c-glucuronide in bile,,Extracellular exchange
EX_am1csa_e,Exchange reaction for AM1 (cyclosporine) in portal blood,,Extracellular exchange
EX_tripvs_e,Exchange reaction of triol metabolite of pravastatin in hepatic vein,,Extracellular exchange
EX_am4ncs_e,Exchange reaction for AM4N (cyclosporine) in portal blood,,Extracellular exchange
EX_am9csa_e,Exchange reaction for AM9 (cyclosporine) in portal blood,,Extracellular exchange
FVSGLUChc,Glucuronidation of fluvastatin,,Drug metabolism
EX_atvacid_e,Exchange reaction for atorvastatin in intestinal lumen,,Extracellular exchange
FVSTETGLUhc,Glucuronidation of des-isopropyl-dihydro-fluvastatin-tetranor,,Drug metabolism
EX_caribup__R_e,Exchange reaction for R-carboxy ibuprofen in hepatic vein,,Extracellular exchange
FVSTETGLUtev,Exit of des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide into hepatic vein for excretion in urine,,Drug metabolism
FVSTETtev,Exit of des-isopropyl-dihydro-fluvastatin-tetranor into hepatic vein for excretion in urine,,Drug metabolism
FVShc,Hydrolysis of lactone to fluvastatin in hepatocytes,,Drug metabolism
FVStep,Efflux of fluvastatin from enterocytes into portal blood,,Drug metabolism
GLZABCteb,Excretion of gliclazide into bile,,Drug metabolism
EX_crvs_e,Exchange reaction for cerivastatin in intestinal lumen,,Extracellular exchange
EX_crvsm24_e,Exchange reaction for cerivastatin-M24 in hepatic vein,,Extracellular exchange
EX_csa_e,Exchange reaction for cyclosporine in intestinal lumen,,Extracellular exchange
EX_dhglz_e,Exchange reaction for dehydro-gliclazide in hepatic vein,,Extracellular exchange
EX_dspvs_e,Exchange reaction of desacyl dehydro-pravastatin in hepatic vein,,Extracellular exchange
EX_epoxtac_e,"Exchange reaction for 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus in hepatic vein",,Extracellular exchange
GTACMPhr,Glucuronidation of thiomethyl-acetaminophen conjugate in hepatocytes,,Drug metabolism
GTACMPtev,Efflux of glucuronide-thiomethyl-acetaminophen conjugate into hepatic vein,,Drug metabolism
IBUPGT_HEP,Glucuronidation of ibuprofen in hepatocytes,,Drug metabolism
EX_fvs_e,Exchange reaction for fluvastatin in intestinal lumen,,Extracellular exchange
3DHDCAt2,3-dehydro-deoxycholic acid transport via sodium cotransport,,"Transport, extracellular"
EX_fvstetglu_e,Exchange reaction for des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide in hepatic vein,,Extracellular exchange
EX_glc3meacp_e,Exchange reaction for glucuronide-conjugate of 3-methoxy-acetaminophen in hepatic vein,,Extracellular exchange
EX_glz_e,Exchange reaction for gliclazide in intestinal lumen,,Extracellular exchange
EX_gtacmp_e,Exchange reaction for glucuronide-thiomethyl-acetaminophen conjugate in hepatic vein,,Extracellular exchange
EX_ibup__R_e,Exchange reaction for ibuprofen R in intestinal lumen,,Extracellular exchange
IBUP_RCYP2hep,Oxidation of R-ibuprofen to 2-hydroxy-ibuprofen in heaptocytes,,Drug metabolism
IBUP_RCYPCARhep,Oxidation of R-3-hydroxy ibuprofen to R-carboxy ibuprofen,,Drug metabolism
IBUP_Rtdu,Passive diffusion of ibuprofen R,,Drug metabolism
EX_ibupgluc_e,Exchange reaction for ibuprofen acyl glucuronide in portal blood,,Extracellular exchange
EX_isolvstacid_e,"Exchange reaction for 3-hydroxy-iso-delta-4,5-hydroxy acid form of lovastatin in bile",,Extracellular exchange
EX_lst4exp_e,Exchange reaction for Losartan-E3174 in portal blood,,Extracellular exchange
IBUP_SCONJhep,Taurine conjugation of S-ibuprofen,,Drug metabolism
IBUP_SCYP1hep,Oxidation of S-ibuprofen to 1-hydroxy ibuprofen,,Drug metabolism
EX_lstn_e,Exchange reaction for losartan in intestinal lumen,,Extracellular exchange
EX_lstnm1_e,Exchange reaction for Losartan-M1 in hepatic vein,,Extracellular exchange
IBUP_SCYP2hep,Oxidation of S-ibuprofen to 2-hydroxy-ibuprofen in heaptocytes,,Drug metabolism
3DHLCAabc,3-dehydro-lithocholic acid ABC bile acid transporter,,"Transport, extracellular"
IBUP_SCYPCARhep,Oxidation of S-3-hydroxy ibuprofen to S-carboxy ibuprofen,,Drug metabolism
IBUP_Stbc,Biliary excretion of ibuprofen from hepatocytes,,Drug metabolism
ISOLVSTAChep,Acid catalyzed rearrangement of 6-beta-hydroxy-lovastatin-acid form,,Drug metabolism
ISOLVSTtbc,"Release of 3-hydroxy-iso-delta-4,5-hydroxy acid form of lovastatin into bile",,Drug metabolism
LST4EXPTDhc,Uptake of Losartan-E3174 into hepatocytes via diffusion,,Drug metabolism
LST4EXPthc,Uptake of Losartan-E3174 into hepatocytes,,Drug metabolism
LSTN1GLUCtev,Efflux of Losartan-N1-glucuronide into hepatic vein,,Drug metabolism
LSTNtu,Efflux of losartan by P-gp from the enterocytes into lumen,,Drug metabolism
LSTNM1hr,Oxidation of losartan to Losartan-M1 in hepatocytes,,Drug metabolism
LSTNM1tev,Efflux of Losartan-M1 into hepatic vein,,Drug metabolism
PVStep,Pravastatin exit into portal blood,,Drug metabolism
RSVATPtu,Efflux of rosuvastatin by BCRP from the enterocytes into lumen,,Drug metabolism
RSVLAChv,Spontaneous conversion to rosuvastatin-5S-lactone in hepatocytes,,Drug metabolism
LSTNM2hr,Oxidation of losartan to Losartan-M2 in hepatocytes,,Drug metabolism
LSTNM2tev,Efflux of Losartan-M2 into hepatic vein,,Drug metabolism
RSVSPONhc,Conversion of lactone to open acid form of rosuvastatin,,Drug metabolism
RSVhc,Beta-glucuronidase of rosuvastatin-glucuronide in hepatocytes,,Drug metabolism
LSTNM4hr,Glucuronidation of losartan-M6 to losartan-M4 in hepatocytes,,Drug metabolism
LSTNM4tev,Efflux of Losartan-M4 (glucuronide derivative) into hepatic vein,,Drug metabolism
RSVtu,Uptake of rosuvastatin by enterocytes,,Drug metabolism
S3MEACMPhc,Sulphation of 3-methoxy-acetaminophen in hepatocytes,,Drug metabolism
LSTNM5hr,Oxidation of losartan to Losartan-M5 in hepatocytes,,Drug metabolism
S3MEACMPtev,Efflux of sulphate-conjugate-3-methoxy-acetaminophen into hepatic vein,,Drug metabolism
LSTNM5tev,Efflux of Losartan-M5 into hepatic vein,,Drug metabolism
SMVACIDhep,Beta-glucuronidation of simvastatin-acyl-glucuronide to simvastatin dihydroxy acid form,,Drug metabolism
LSTNM7thc,Uptake of Losartan-N2-glucuronide / Losartan-M7 into hepatocytes,,Drug metabolism
SMVtu,Efflux of simvastatin by P-gp from the enterocytes into lumen,,Drug metabolism
LSTNRATt,Uptake of losartan via antiport into enterocytes,,Drug metabolism
3DHLCAS,3-dehydro-lithocholic acid formation,,Bile acid synthesis
LVACLAChep,Reconversion of open acid form to lactone form of lovastatin,,Drug metabolism
LVSTACIDhep,Conversion of pro-durg lovastatin to active hydroxyacid form in hepatocytes,,Drug metabolism
SMVLAChep,Conversion of open acid form to lactone form of simvastatin,,Drug metabolism
SMVtv,Uptake of simvastatin by enterocytes,,Drug metabolism
SULPACMPtev,Efflux of acetaminophen-sulphate into hepatic vein,,Drug metabolism
THRFVStev,Exit of threo-isomer of fluvastain into hepatic vein for excretion in urine,,Drug metabolism
TLACFVStev,Exit of trans-lactone-fluvastatin into hepatic vein for excretion in urine,,Drug metabolism
TMDM1OATt,Efflux of Torasemide-M1 into hepatic vein,,Drug metabolism
TMDM1hr,Tolyl methylhydroxylation of torasemide in hepatocytes,,Drug metabolism
TMDM3OATt,Efflux of Torasemide-M3 into hepatic vein,,Drug metabolism
LVSTACOXD6MEhep,Hydroxylation of lovastatin-hydroxyacid form to 6-beta-hydroxy-lovastatin-acid form,,Drug metabolism
LVSTOXD3Hhep,Oxidation of lovastatin to 3-hydroxy-lovastatin in hepatocytes,,Drug metabolism
LVSTOXD6Hhep,Oxidation of lovastatin to 6-beta-hydroxy-lovastatin in hepatocytes,,Drug metabolism
MDZtu,Efflux of midazolam by P-gp from the enterocytes into lumen,,Drug metabolism
MERACMPthc,Uptake of acetaminophen-mercapturate-conjugate by the hepatocytes,,Drug metabolism
MHGLZhr,Oxidation of gliclazide to methyl-hydroxy-gliclazide in hepatocytes,,Drug metabolism
NDERSVhc,Demethylation of rosuvastatin in hepatocytes,,Drug metabolism
NFDDMEThr,Demethylation of nitropyridine metabolite of nifedipine in hepatocytes,,Drug metabolism
TMDM5OATt,Efflux of Torasemide-M5 into hepatic vein,,Drug metabolism
TMDOATtev,Efflux of Torasemide into hepatic vein,,Drug metabolism
TMDtd,Uptake of torasemide into enterocytes via diffusion,,Drug metabolism
TRIPVShc,Formation of triol metabolite of pravastatin in hepatocytes,,Drug metabolism
TRIPVSteb,Efflux of triol metabolite of pravastatin into bile,,Drug metabolism
TSACGLUCtev,Efflux of thiomethyl-sulphoxide-acetaminophen-glucuronide into hepatic vein,,Drug metabolism
NFDNPYtep,Exit of nitropyridine metabolite of nifedipine into portal vein,,Drug metabolism
NFDOHtep,Exit of hydroxy metabolite of nifedipine into portal vein,,Drug metabolism
NFDOXDhc,Oxidation of nifepine to nitropyridine metabolite in hepatocytes,,Drug metabolism
NFDtd,Uptake of nifedipine into enterocytes,,Drug metabolism
13HTACRitr,13HTACRitr,,Drug metabolism
OXYP1CONJ,Conjugation of oxypurinol to oxypurinol-1-riboside,,Drug metabolism
6AHGLZitr,6AHGLZitr,,Drug metabolism
OXYP2CONJ,Conjugation of oxypurinol to oxypurinol-7-riboside,,Drug metabolism
OXYPR1tehv,Release of oxypurinol-1-riboside into hepatic vein,,Drug metabolism
PROFVStev,Exit of des-isoproylpropionic-acid-fluvastatin into hepatic vein,,Drug metabolism
PTVSTATPtu,Efflux of pitavastatin by BCRP from the enterocytes into lumen,,Drug metabolism
PTVSTM13hr,Oxidation of pitavastatin to pitavastatin-M13 in hepatocytes,,Drug metabolism
PTVSTtep,Efflux of pitavastatin from enterocytes into portal blood,,Drug metabolism
PVSGLUCtev,Exit of pravastatin glucuronide into hepatic vein,,Drug metabolism
H2O2ter,"Hydrogen peroxide transport, endoplasmic reticulum",,Drug metabolism
1HIBUP_Sitr,1HIBUP Sitr,,Drug metabolism
2HIBUP_Sitr,2HIBUP Sitr,,Drug metabolism
2HIBUPGLUC_Sitr,2HIBUPGLUC Sitr,,Drug metabolism
PAPSitr,PAPSitr,,Drug metabolism
6BHGLZGLCitr,6BHGLZGLCitr,,Drug metabolism
SMVitr,SMVitr,,Drug metabolism
6BHGLZitr,6BHGLZitr,,Drug metabolism
3HIBUPGLUC_Sitr,3HIBUPGLUC Sitr,,Drug metabolism
3HPVSitr,3HPVSitr,,Drug metabolism
3HPVSTETCOAitm,3HPVSTETCOAitm,,Drug metabolism
3HPVSTETCOAitx,3HPVSTETCOAitx,,Drug metabolism
7BHGLZitr,7BHGLZitr,,Drug metabolism
MHGLZitr,MHGLZitr,,Drug metabolism
3ISPVSitr,3ISPVSitr,,Drug metabolism
3HIBUP_Sitr,3HIBUP Sitr,,Drug metabolism
6CSMVitr,6CSMVitr,,Drug metabolism
FVSitr,FVSitr,,Drug metabolism
3MEACMPitr,3MEACMPitr,,Drug metabolism
3OHACMPitr,3OHACMPitr,,Drug metabolism
AM9CSAitr,AM9CSAitr,,Drug metabolism
4HATVACIDitr,4HATVACIDitr,,Drug metabolism
6HLVSTitr,6HLVSTitr,,Drug metabolism
4OHMDZitr,4OHMDZitr,,Drug metabolism
2HATVACIDitr,2HATVACIDitr,,Drug metabolism
EX_caproic_e,EX caproic[e],,Extracellular exchange
56EPPVSitr,56EPPVSitr,,Drug metabolism
6HLVSTACIDitr,6HLVSTACIDitr,,Drug metabolism
1A25HVITD2t,1A25HVITD2t,,"Transport, extracellular"
EX_1a25dhvitd2_e,EX 1a25dhvitd2(e),,Extracellular exchange
6HMSMVitr,6HMSMVitr,,Drug metabolism
EX_M00234_e,EX M00234[e],,Extracellular exchange
EX_M01807_e,EX M01807[e],,Extracellular exchange
6MELVACIDitr,6MELVACIDitr,,Drug metabolism
EX_M00503_e,EX M00503[e],,Extracellular exchange
EX_M02837_e,EX M02837[e],,Extracellular exchange
EX_M01820_e,EX M01820[e],,Extracellular exchange
6MELVSTitr,6MELVSTitr,,Drug metabolism
EX_M00510_e,EX M00510[e],,Extracellular exchange
EX_M00008_e,EX M00008[e],,Extracellular exchange
EX_gpi_sig_e,EX gpi sig[e],,Extracellular exchange
EX_kdn_e,EX kdn[e],,Extracellular exchange
EX_m3gacpail_prot_hs_e,EX m3gacpail prot hs[e],,Extracellular exchange
EX_dolichol__L_e,EX dolichol L[e],,Extracellular exchange
SK_his__L_c,Sink his L[c],,Intracellular source/sink
SK_lys__L_c,Sink lys L[c],,Intracellular source/sink
EX_M00019_e,EX M00019[e],,Extracellular exchange
EX_M00115_e,EX M00115[e],,Extracellular exchange
EX_M00117_e,EX M00117[e],,Extracellular exchange
EX_M00315_e,EX M00315[e],,Extracellular exchange
EX_M00341_e,EX M00341[e],,Extracellular exchange
EX_M01197_e,EX M01197[e],,Extracellular exchange
EX_M01235_e,EX M01235[e],,Extracellular exchange
SK_thr__L_c,Sink thr L[c],,Intracellular source/sink
SK_val__L_c,Sink val L[c],,Intracellular source/sink
SK_ala__L_c,Sink ala L[c],,Intracellular source/sink
EX_M01238_e,EX M01238[e],,Extracellular exchange
SK_arg__L_c,Sink arg L[c],,Intracellular source/sink
6OHFVSitr,6OHFVSitr,,Drug metabolism
SK_asn__L_c,Sink asn L[c],,Intracellular source/sink
SK_pro__L_c,Sink pro L[c],,Intracellular source/sink
EX_M01582_e,EX M01582[e],,Extracellular exchange
EX_M02053_e,EX M02053[e],,Extracellular exchange
EX_M02457_e,EX M02457[e],,Extracellular exchange
EX_M02745_e,EX M02745[e],,Extracellular exchange
SK_tyr__L_c,Sink tyr L[c],,Intracellular source/sink
DM_CE5026_c,DM CE5026[c],,Intracellular demand
DM_CE1562_c,DM CE1562[c],,Intracellular demand
7AHGLZitr,7AHGLZitr,,Drug metabolism
DM_ind56qn_c,DM ind56qn[c],,Intracellular demand
DM_CE5025_c,DM CE5025[c],,Intracellular demand
DM_CE4888_c,DM CE4888[c],,Intracellular demand
7BHGLZGLCitr,7BHGLZGLCitr,,Drug metabolism
DM_4abut_c,DM 4abut[c],,Intracellular demand
DM_srtn_c,DM srtn[c],,Intracellular demand
DM_adrnl_c,DM adrnl[c],,Intracellular demand
EX_M02560_e,EX M02560[e],,Extracellular exchange
EX_C01601_e,EX C01601[e],,Extracellular exchange
EX_M02108_e,EX M02108[e],,Extracellular exchange
DM_nrpphr_c,DM nrpphr[c],,Intracellular demand
EX_M03134_e,EX M03134[e],,Extracellular exchange
DM_tym_c,DM tym[c],,Intracellular demand
DM_Lkynr_c,DM Lkynr[c],,Intracellular demand
PROTEIN_BS,PROTEIN BS,,Protein formation
EX_M01111_e,EX M01111[e],,Extracellular exchange
EX_h2co3_e,EX h2co3 LPAREN e RPAREN ,,Extracellular exchange
EX_M01870_e,EX M01870[e],,Extracellular exchange
EX_ditp_e,EX ditp[e],,Extracellular exchange
EX_M02446_e,EX M02446[e],,Extracellular exchange
EX_M02447_e,EX M02447[e],,Extracellular exchange
CYOOm2i,CYOOm2i,,Oxidative phosphorylation
EX_itacon_e,EX itacon[e],,Extracellular exchange
7HPVSitr,7HPVSitr,,Drug metabolism
ACMPitr,ACMPitr,,Drug metabolism
AM19CSitr,AM19CSitr,,Drug metabolism
AM1ACSitr,AM1ACSitr,,Drug metabolism
